iso_origin;iso_dest;dist_eco;dist_capitale;dist_ponderee_pop
FJI;ZAF;13861.01;14182.62;13968.35
FJI;ZAR;16924.69;16924.69;16501.44
FJI;ZMB;15064.3;15064.3;15169.73
FJI;ZWE;14669.35;14669.35;14666.74
FLK;ABW;7248.144;7248.144;7245.113
FLK;AFG;15447.96;15447.96;15386.37
FLK;AGO;7947.249;7947.249;7893.728
FLK;AIA;7798.218;7798.218;7802.906
FLK;ALB;12773.21;12773.21;12755.85
FLK;AND;11941.49;11941.49;11942.29
FLK;ANT;7180.975;7180.975;7264.353
FLK;ARE;13645.37;13645.37;13740.86
FLK;ARG;1896.51;1896.51;2101.838
FLK;ARM;14181.63;14181.63;14187.28
FLK;ATG;7670.875;7670.875;7672.9
FLK;AUS;10096.16;9999.533;10221.77
FLK;AUT;13157.78;13157.78;13074.07
FLK;AZE;14546.93;14546.93;14474.68
FLK;BDI;9527.525;9527.525;9544.662
FLK;BEL;12822.41;12822.41;12823.27
FLK;BEN;8621.652;8647.201;8727.575
FLK;BFA;8931.806;8931.806;8883.164
FLK;BGD;15907.44;15907.44;15890.82
FLK;BGR;13077.7;13077.7;13173.05
FLK;BHR;13524.98;13524.98;13513.48
FLK;BHS;8755.699;8755.699;8793.876
FLK;BIH;12907.24;12907.24;12905.12
FLK;BLR;14152.85;14152.85;14155.03
FLK;BLZ;8237.494;8237.494;8260.831
FLK;BMU;9373.81;9373.81;9383.688
FLK;BOL;4022.794;3687.559;3889.383
FLK;BRA;3278.993;4094.185;3931.429
FLK;BRB;7214.21;7214.21;7221.669
FLK;BRN;14786.47;14786.47;14761.41
FLK;BTN;16224.28;16224.28;16195.89
FLK;BWA;7464.415;7464.415;7586.628
FLK;CAF;9476.59;9476.59;9514.343
FLK;CAN;10813.12;10944.29;11387.99
FLK;CCK;12482.79;12482.79;.
FLK;CHE;12617.36;12617.36;12634.9
FLK;CHL;2273.917;2273.917;2339.597
FLK;CHN;18650.49;18650.49;18148.28
FLK;CIV;8130.9;8201.608;8162.482
FLK;CMR;8958.501;8958.501;9131.613
FLK;COG;8485.929;8485.929;8417.661
FLK;COK;8963.267;8963.267;9001.074
FLK;COL;6479.68;6479.68;6621.333
FLK;COM;9751.145;9751.145;9751.35
FLK;CPV;8124.401;8124.401;8190.944
FLK;CRI;7312.086;7312.086;7324.243
FLK;CUB;8665.699;8665.699;8484.141
FLK;CXR;12941.97;12941.97;.
FLK;CYM;8227.65;8227.65;8235.289
FLK;CYP;13082.51;13082.51;13062.49
FLK;CZE;13217.39;13217.39;13253.94
FLK;DEU;12991.32;13369.15;13109.14
FLK;DJI;11784.5;11784.5;11770.82
FLK;DMA;7464.917;7464.917;7479.189
FLK;DNK;13586.45;13586.45;13544.01
FLK;DOM;7899.087;7899.087;7936.988
FLK;DZA;11489.25;11489.25;11425.19
FLK;ECU;6046.612;6046.612;5946.816
FLK;EGY;12534.08;12534.08;12520.03
FLK;ERI;11810.76;11810.76;11811.94
FLK;ESH;9801.016;9801.016;9724.696
FLK;ESP;11512.18;11512.18;11508.03
FLK;EST;14404.27;14404.27;14418.42
FLK;ETH;11266.35;11266.35;11286.49
FLK;FIN;14463.44;14463.44;14521.2
FLK;FJI;10545.81;10545.81;10586.36
FLK;FLK;41.49852;41.49852;63.21746
FLK;FRA;12560.39;12560.39;12390.11
FLK;FRO;13432.31;13432.31;13434.51
FLK;FSM;14054.12;14054.12;14335.15
FLK;GAB;8509.089;8509.089;8500.998
FLK;GBR;12696.32;12696.32;12747.38
FLK;GEO;14311.39;14311.39;14256.16
FLK;GHA;8375.024;8375.024;8424.204
FLK;GIB;11028.94;11028.94;11027.88
FLK;GIN;7915.895;7915.895;8088.148
FLK;GLP;7544.38;7544.38;7576.51
FLK;GMB;8268.532;8268.532;8276.548
FLK;GNB;8154.335;8154.335;8161.906
FLK;GNQ;8773.234;8773.234;8713.269
FLK;GRC;12722.59;12722.59;12733.37
FLK;GRD;7107.067;7107.067;7120.979
FLK;GRL;12908.62;12908.62;13156.33
FLK;GTM;8030.0;8030.0;8048.073
FLK;GUF;6325.058;6325.058;6332.644
FLK;GUY;6507.363;6507.363;6487.128
FLK;HKG;16686.22;16686.22;16686.51
FLK;HND;7853.036;7853.036;7968.482
FLK;HRV;12937.8;12937.8;12905.4
FLK;HTI;7944.849;7944.849;7970.189
FLK;HUN;13236.48;13236.48;13229.4
FLK;IDN;13431.7;13431.7;13564.72
FLK;IND;15532.36;15532.36;14942.5
FLK;IRL;12638.35;12638.35;12592.83
FLK;IRN;14312.93;14312.93;14236.79
FLK;IRQ;13665.24;13665.24;13689.24
FLK;ISL;13262.8;13262.8;13288.25
FLK;ISR;12928.02;12928.02;12927.14
FLK;ITA;12425.37;12425.37;12462.74
FLK;JAM;7969.831;7969.831;7991.787
FLK;JOR;12993.39;12993.39;12984.91
FLK;JPN;17767.92;17767.92;17842.71
FLK;KAZ;16566.78;16588.83;16438.88
FLK;KEN;10227.5;10227.5;10231
FLK;KGZ;16384.21;16384.21;16308.57
FLK;KHM;15305.52;15305.52;15320.23
FLK;KIR;12703.02;12703.02;12616.58
FLK;KNA;7692.357;7692.357;7901.518
FLK;KOR;18408.27;18408.27;18305.86
FLK;KWT;13594.34;13594.34;13582.22
FLK;LAO;15908.24;15908.24;15927.74
FLK;LBN;13118.34;13118.34;13115.6
FLK;LBR;7852.847;7852.847;7870.778
FLK;LBY;11656.79;11656.79;11759.13
FLK;LCA;7320.499;7320.499;7322.105
FLK;LKA;13728.35;13728.35;13791.43
FLK;LSO;7194.966;7194.966;7193.341
FLK;LTU;14102.39;14102.39;14065.62
FLK;LUX;12791.87;12791.87;12785.12
FLK;LVA;14204.32;14204.32;14199.36
FLK;MAC;16675.76;16675.76;.
FLK;MAR;10758.26;10758.26;10713.14
FLK;MDA;13726.79;13726.79;13728.24
FLK;MDG;9387.642;9387.642;9356.039
FLK;MDV;13101.98;13101.98;13037.54
FLK;MEX;8874.86;8874.86;9257.901
FLK;MHL;13361.23;13361.23;13482.99
FLK;MKD;12920.38;12920.38;12899.35
FLK;MLI;8617.566;8617.566;8709.856
FLK;MLT;12015.02;12015.02;12006.96
FLK;MMR;15522.33;15522.33;15647.55
FLK;MNG;18860.03;18860.03;18759.54
FLK;MNP;15462.08;15462.08;15455.28
FLK;MOZ;7808.724;7808.724;8392.435
FLK;MRT;8771.848;8771.848;8826.945
FLK;MSR;7624.679;7624.679;.
FLK;MTQ;7385.784;7385.784;7394.502
FLK;MUS;9880.034;9880.034;9865.987
FLK;MWI;8915.135;8915.135;8910.619
FLK;MYS;14303.84;14303.84;14401.31
FLK;NAM;7041.981;7041.981;7086.618
FLK;NCL;10739.89;10739.89;10792.45
FLK;NER;9261.108;9261.108;9488.428
FLK;NFK;9994.934;9994.934;9994.589
FLK;NGA;8684.459;9165.104;8964.086
FLK;NIC;7611.524;7611.524;7638.378
FLK;NIU;9789.988;9789.988;9790.687
FLK;NLD;12979.26;12979.26;12965.35
FLK;NOR;13851.35;13851.35;13851.4
FLK;NPL;15973.03;15973.03;15920.36
FLK;NRU;12870.58;12870.58;12871.94
FLK;NZL;8216.142;8216.142;8694.031
FLK;OMN;13866.21;13866.21;13726.94
FLK;PAK;15654.85;15654.85;15126.42
FLK;PAL;12862.07;12862.07;12885.23
FLK;PAN;7062.114;7062.114;7079.768
FLK;PCN;6649.962;6649.962;.
FLK;PER;4734.674;4734.674;4820.945
FLK;PHL;15905.16;15905.16;15758.61
FLK;PLW;14967.81;14967.81;14965.73
FLK;PNG;12813.58;12813.58;13016.03
FLK;POL;13708.83;13708.83;13589.19
FLK;PRI;7848.031;7848.031;7842.667
FLK;PRK;18592.54;18592.54;18623.85
FLK;PRT;11119.55;11119.55;11154.31
FLK;PRY;2943.905;2943.905;2946.657
FLK;PYF;8610.801;8610.801;8624.745
FLK;QAT;13510.19;13510.19;13501.65
FLK;REU;9695.988;9695.988;9668.23
FLK;ROM;13375.89;13375.89;13418.6
FLK;RUS;14806.5;14806.5;15422.77
FLK;RWA;9704.37;9704.37;9681.331
FLK;SAU;13133.21;13133.21;12823.26
FLK;SDN;11394.7;11394.7;11294.9
FLK;SEN;8350.103;8350.103;8368.725
FLK;SGP;14167.38;14167.38;14161.4
FLK;SHN;6064.023;6064.023;5856.344
FLK;SLB;12324.24;12324.24;12357.25
FLK;SLE;7935.016;7935.016;7963.18
FLK;SLV;7878.614;7878.614;7890.587
FLK;SMR;12603.2;12603.2;12597.67
FLK;SOM;11101.66;11101.66;11204.67
FLK;SPM;10949.31;10949.31;10972.45
FLK;STP;8316.98;8316.98;8324.165
FLK;SUR;6411.979;6411.979;6458.67
FLK;SVK;13194.01;13194.01;13318.83
FLK;SVN;12885.2;12885.2;12903.95
FLK;SWE;14106.13;14106.13;13968.26
FLK;SWZ;7682.316;7682.316;7682.321
FLK;SYC;11178.34;11178.34;11167.83
FLK;SYR;13142.17;13142.17;13310.02
FLK;TCA;8245.957;8245.957;8255.892
FLK;TCD;9931.32;9931.32;9923.506
FLK;TGO;8529.006;8529.006;8613.096
FLK;THA;15385.57;15385.57;15383.93
FLK;TJK;15715.06;15715.06;15739.93
FLK;TKL;10833.37;10833.37;10788.42
FLK;TKM;14949.54;14949.54;15060.66
FLK;TMP;13317.79;13317.79;13297.06
FLK;TON;9906.627;9906.627;9932.329
FLK;TTO;6946.625;6946.625;6932.353
FLK;TUN;11861.06;11861.06;11780.67
FLK;TUR;13275.98;13426.2;13330.63
FLK;TUV;11414.45;11414.45;11519.39
FLK;TWN;17070.98;17070.98;16973.16
FLK;TZA;9908.455;9724.993;9802.856
FLK;UGA;10075.93;10075.93;10089.03
FLK;UKR;14068.5;14068.5;14092.31
FLK;URY;1872.809;1872.809;1963.036
FLK;USA;10407.93;10250.37;10581.39
FLK;UZB;15913.31;15913.31;15809.2
FLK;VCT;7230.722;7230.722;7232.896
FLK;VEN;6986.995;6986.995;6947.01
FLK;VGB;7835.382;7835.382;7840.156
FLK;VNM;16339.06;16339.06;15630.15
FLK;VUT;11104.21;11104.21;11193.38
FLK;WLF;10693.36;10693.36;10697.4
FLK;WSM;11319.87;11319.87;10387.44
FLK;YEM;12185.08;12185.08;12116.71
FLK;YUG;13097.81;13097.81;13034.32
FLK;ZAF;6228.65;7538.359;7153.296
FLK;ZAR;8484.57;8484.57;8724.088
FLK;ZMB;8407.324;8407.324;8517.213
FLK;ZWE;8394.632;8394.632;8273.057
FRA;ABW;7685.884;7685.884;7716.752
FRA;AFG;5590.381;5590.381;5500.665
FRA;AGO;6510.322;6510.322;6384.805
FRA;AIA;6710.57;6710.57;6743.427
FRA;ALB;1603.534;1603.534;1499.451
FRA;AND;711.5485;711.5485;546.5107
FRA;ANT;7638.026;7638.026;7541.499
FRA;ARE;5249.535;5249.535;5180.43
FRA;ARG;11072.25;11072.25;10932.34
FRA;ARM;3434.071;3434.071;3402.57
FRA;ATG;6708.77;6708.77;6739.046
FRA;AUS;16975.46;16938.09;16513.02
FRA;AUT;1035.144;1035.144;975.7691
FRA;AZE;3817.547;3817.547;3720.199
FRA;BDI;6371.986;6371.986;6151.906
FRA;BEL;262.3845;262.3845;526.3351
FRA;BEN;4726.537;4715.566;4342.712
FRA;BFA;4082.87;4082.87;3882.356
FRA;BGD;7916.79;7916.79;7943.799
FRA;BGR;1760.707;1760.707;1802.135
FRA;BHR;4843.391;4843.391;4743.594
FRA;BHS;7209.45;7209.45;7298.163
FRA;BIH;1352.463;1352.463;1226.467
FRA;BLR;1823.709;1823.709;1948.569
FRA;BLZ;8664.439;8664.439;8720.745
FRA;BMU;5764.324;5764.324;5844.348
FRA;BOL;10038.45;10075.46;9905.798
FRA;BRA;9408.406;8732.79;8681.18
FRA;BRB;6882.34;6882.34;6882.505
FRA;BRN;11219.33;11219.33;11243.71
FRA;BTN;7569.353;7569.353;7627.185
FRA;BWA;8522.764;8522.764;8140.749
FRA;CAF;5186.042;5186.042;4881.038
FRA;CAN;6004.645;5653.213;6454.269
FRA;CCK;11388.36;11388.36;.
FRA;CHE;436.0778;436.0778;473.7304
FRA;CHL;11663.39;11663.39;11569.81
FRA;CHN;8225.232;8225.232;8742.565
FRA;CIV;4884.159;4734.325;4587.869
FRA;CMR;5085.718;5085.718;4622.562
FRA;COG;6041.018;6041.018;5762.769
FRA;COK;16568.87;16568.87;16745.15
FRA;COL;8707.677;8707.677;8615.275
FRA;COM;7842.67;7842.67;7678.138
FRA;CPV;4452.386;4452.386;4264.963
FRA;CRI;8919.449;8919.449;8994.296
FRA;CUB;7729.485;7729.485;7720.066
FRA;CXR;11866.1;11866.1;.
FRA;CYM;7960.709;7960.709;8049.216
FRA;CYP;2954.551;2954.551;2849.746
FRA;CZE;884.6105;884.6105;1036.729
FRA;DEU;439.8984;880.187;789.5815
FRA;DJI;5595.459;5595.459;5426.95
FRA;DMA;6826.396;6826.396;6834.937
FRA;DNK;1027.609;1027.609;1195.8
FRA;DOM;7178.52;7178.52;7237.327
FRA;DZA;1340.39;1340.39;1233.811
FRA;ECU;9367.098;9367.098;9561.102
FRA;EGY;3215.215;3215.215;3052.494
FRA;ERI;4993.154;4993.154;4872.959
FRA;ESH;2759.848;2759.848;2685.893
FRA;ESP;1054.656;1054.656;958.838
FRA;EST;1859.091;1859.091;2049.779
FRA;ETH;5582.502;5582.502;5368.907
FRA;FIN;1911.138;1911.138;2151.814
FRA;FJI;16595.08;16595.08;16784.02
FRA;FLK;12560.39;12560.39;12390.11
FRA;FRA;278.1876;278.1876;408.9603
FRA;FRO;1568.769;1568.769;1825.673
FRA;FSM;13396.33;13396.33;13303.14
FRA;GAB;5438.787;5438.787;5254.834
FRA;GBR;342.9475;342.9475;749.6503
FRA;GEO;3373.349;3373.349;3263.443
FRA;GHA;4827.292;4827.292;4505.975
FRA;GIB;1549.175;1549.175;1391.979
FRA;GIN;4691.556;4691.556;4380.471
FRA;GLP;6794.139;6794.139;6781.291
FRA;GMB;4308.25;4308.25;4129.963
FRA;GNB;4440.633;4440.633;4254.593
FRA;GNQ;5058.926;5058.926;4940.582
FRA;GRC;2098.726;2098.726;1928.061
FRA;GRD;7120.287;7120.287;7116.865
FRA;GRL;3584.681;3584.681;3806.466
FRA;GTM;9001.048;9001.048;9111.4
FRA;GUF;7084.598;7084.598;7065.516
FRA;GUY;7320.075;7320.075;7310.159
FRA;HKG;9639.476;9639.476;9710.371
FRA;HND;8810.234;8810.234;8850.727
FRA;HRV;1081.762;1081.762;1073.417
FRA;HTI;7361.197;7361.197;7416.732
FRA;HUN;1247.24;1247.24;1264.663
FRA;IDN;11584.25;11584.25;11576.7
FRA;IND;6594.23;6594.23;7073.011
FRA;IRL;778.2031;778.2031;1024.208
FRA;IRN;4218.442;4218.442;4250.649
FRA;IRQ;3867.434;3867.434;3805.239
FRA;ISL;2234.723;2234.723;2468.378
FRA;ISR;3281.899;3281.899;3169.53
FRA;ITA;1109.901;1109.901;891.5286
FRA;JAM;7734.696;7734.696;7816.019
FRA;JOR;3371.398;3371.398;3248.377
FRA;JPN;9725.629;9725.629;9803.116
FRA;KAZ;5561.785;4764.565;5005.409
FRA;KEN;6491.402;6491.402;6300.084
FRA;KGZ;5424.702;5424.702;5490.014
FRA;KHM;9947.79;9947.79;9920.646
FRA;KIR;14371.47;14371.47;14609.77
FRA;KNA;6760.687;6760.687;6771.986
FRA;KOR;8981.467;8981.467;9225.815
FRA;KWT;4415.222;4415.222;4330.284
FRA;LAO;9245.57;9245.57;9356.402
FRA;LBN;3197.032;3197.032;3090.419
FRA;LBR;4892.298;4892.298;4680.772
FRA;LBY;2007.716;2007.716;1989.087
FRA;LCA;6903.772;6903.772;6916.219
FRA;LKA;8526.015;8526.015;8431.747
FRA;LSO;9054.14;9054.14;8824.5
FRA;LTU;1700.296;1700.296;1756.137
FRA;LUX;289.1023;289.1023;476.1561
FRA;LVA;1704.598;1704.598;1854.7
FRA;MAC;9601.923;9601.923;.
FRA;MAR;1816.853;1816.853;1705.621
FRA;MDA;1976.854;1976.854;1973.171
FRA;MDG;8763.332;8763.332;8581.841
FRA;MDV;8294.178;8294.178;8228.799
FRA;MEX;9206.813;9206.813;9276.133
FRA;MHL;13705.24;13705.24;13844.79
FRA;MKD;1672.04;1672.04;1590.455
FRA;MLI;4139.756;4139.756;3861.778
FRA;MLT;1752.693;1752.693;1545.199
FRA;MMR;8892.726;8892.726;8799.023
FRA;MNG;7053.423;7053.423;7128.626
FRA;MNP;12042.09;12042.09;12204.51
FRA;MOZ;8855.655;8855.655;8198.455
FRA;MRT;3794.96;3794.96;3585.317
FRA;MSR;6771.885;6771.885;.
FRA;MTQ;6862.589;6862.589;6867.428
FRA;MUS;9422.744;9422.744;9238.776
FRA;MWI;7650.657;7650.657;7492.123
FRA;MYS;10436.4;10436.4;10553.12
FRA;NAM;8084.97;8084.97;7775.102
FRA;NCL;16757.74;16757.74;16870.66
FRA;NER;3932.638;3932.638;3647.055
FRA;NFK;17511.67;17511.67;17661.55
FRA;NGA;4722.149;4440.135;4320.865
FRA;NIC;8906.699;8906.699;8964.235
FRA;NIU;16639.5;16639.5;16882.54
FRA;NLD;427.9169;427.9169;660.9895
FRA;NOR;1342.89;1342.89;1614.931
FRA;NPL;7244.016;7244.016;7226.911
FRA;NRU;14455.09;14455.09;14658.81
FRA;NZL;19263.88;19263.88;18894.29
FRA;OMN;5620.005;5620.005;5495.837
FRA;PAK;5932.586;5932.586;6070.6
FRA;PAL;3303.196;3303.196;3186.686
FRA;PAN;8671.104;8671.104;8779.016
FRA;PCN;15152.12;15152.12;.
FRA;PER;10268.11;10268.11;10147.58
FRA;PHL;10751.64;10751.64;10992.87
FRA;PLW;12240.69;12240.69;12345.47
FRA;PNG;14565.84;14565.84;14488.95
FRA;POL;1368.178;1368.178;1352.006
FRA;PRI;6916.064;6916.064;6975.771
FRA;PRK;8783.568;8783.568;8920.447
FRA;PRT;1452.86;1452.86;1339.212
FRA;PRY;10168.73;10168.73;10023.99
FRA;PYF;15724.43;15724.43;15922.95
FRA;QAT;4981.916;4981.916;4873.765
FRA;REU;9374.991;9374.991;9197.479
FRA;ROM;1875.018;1875.018;1758.84
FRA;RUS;2494.316;2494.316;3350.928
FRA;RWA;6253.41;6253.41;6026.371
FRA;SAU;4694.5;4694.5;4410.786
FRA;SDN;4612.387;4612.387;4482.104
FRA;SEN;4217.159;4217.159;4034.425
FRA;SGP;10748.26;10748.26;10734.97
FRA;SHN;7254.018;7254.018;7139.255
FRA;SLB;15178.2;15178.2;15309.9
FRA;SLE;4724.351;4724.351;4514.964
FRA;SLV;8984.298;8984.298;9073.199
FRA;SMR;951.0759;951.0759;838.0131
FRA;SOM;6623.439;6623.439;6263.24
FRA;SPM;4273.723;4273.723;4407.693
FRA;STP;5432.882;5432.882;5172.648
FRA;SUR;7196.987;7196.987;7164.141
FRA;SVK;1094.61;1094.61;1247.716
FRA;SVN;965.7366;965.7366;946.8857
FRA;SWE;1545.797;1545.797;1616.322
FRA;SWZ;8846.426;8846.426;8628.108
FRA;SYC;7855.244;7855.244;7687.353
FRA;SYR;3280.692;3280.692;3130.229
FRA;TCA;7041.488;7041.488;7114.439
FRA;TCD;4248.435;4248.435;4144.735
FRA;TGO;4753.381;4753.381;4402.306
FRA;THA;9454.805;9454.805;9475.635
FRA;TJK;5291.823;5291.823;5320.022
FRA;TKL;15565.23;15565.23;15824.66
FRA;TKM;4581.08;4581.08;4587.559
FRA;TMP;13128.84;13128.84;13175.21
FRA;TON;16941.44;16941.44;17137.6
FRA;TTO;7225.325;7225.325;7232.798
FRA;TUN;1483.828;1483.828;1352.583
FRA;TUR;2255.81;2600.656;2477.965
FRA;TUV;15531.51;15531.51;15684.16
FRA;TWN;9834.232;9834.232;9980.066
FRA;TZA;7168.277;6932.8;6761.231
FRA;UGA;6128.938;6128.938;5867.333
FRA;UKR;2025.144;2025.144;2275.21
FRA;URY;10972.42;10972.42;10775.98
FRA;USA;5838.157;6169.154;7456.767
FRA;UZB;5153.064;5153.064;5147.519
FRA;VCT;6989.701;6989.701;6999.154
FRA;VEN;7618.86;7618.86;7745.798
FRA;VGB;6804.749;6804.749;6840.723
FRA;VNM;9208.554;9208.554;9888.428
FRA;VUT;16346.35;16346.35;16443.9
FRA;WLF;16073.01;16073.01;16306.92
FRA;WSM;16011.92;16011.92;16337
FRA;YEM;5317.261;5317.261;5251.157
FRA;YUG;1449.718;1449.718;1429.045
FRA;ZAF;9353.552;8692.812;8769.679
FRA;ZAR;6049.656;6049.656;6036.588
FRA;ZMB;7604.841;7604.841;7236.737
FRA;ZWE;7949.676;7949.676;7771.569
FRO;ABW;7410.507;7410.507;7411.007
FRO;AFG;5959.883;5959.883;5888.947
FRO;AGO;8073.677;8073.677;8196.326
FRO;AIA;6504.594;6504.594;6505.925
FRO;ALB;2900.948;2900.948;2922.655
FRO;AND;2239.791;2239.791;2242.259
FRO;ANT;7397.422;7397.422;7278.325
FRO;ARE;6136.846;6136.846;6127.718
FRO;ARG;11715.96;11715.96;11639.3
FRO;ARM;4165.974;4165.974;4165.769
FRO;ATG;6552.696;6552.696;6558.686
FRO;AUS;16536.22;16617.07;16262.63
FRO;AUT;2105.324;2105.324;2090.038
FRO;AZE;4427.647;4427.647;4374.762
FRO;BDI;7894.695;7894.695;7903.645
FRO;BEL;1415.916;1415.916;1415.743
FRO;BEN;6237.165;6228.811;6091.368
FRO;BFA;5544.876;5544.876;5565.326
FRO;BGD;8063.203;8063.203;8076.075
FRO;BGR;2918.504;2918.504;2987.21
FRO;BHR;5779.044;5779.044;5779.128
FRO;BHS;6561.273;6561.273;6543.93
FRO;BIH;2599.672;2599.672;2551.695
FRO;BLR;2186.06;2186.06;2233.379
FRO;BLZ;7916.197;7916.197;7870.911
FRO;BMU;5232.327;5232.327;5222.852
FRO;BOL;10243.04;10380.05;10240.69
FRO;BRA;10159.41;9378.91;9541.18
FRO;BRB;6852.3;6852.3;6850.288
FRO;BRN;11105.88;11105.88;11105.63
FRO;BTN;7661.672;7661.672;7696.598
FRO;BWA;10087.49;10087.49;9948.565
FRO;CAF;6750.101;6750.101;6686.584
FRO;CAN;4973.24;4634.583;5130.662
FRO;CCK;11952.27;11952.27;.
FRO;CHE;1902.256;1902.256;1908.745
FRO;CHL;12062.29;12062.29;12054.78
FRO;CHN;7602.774;7602.774;8046.962
FRO;CIV;6314.768;6144.562;6233.28
FRO;CMR;6649.815;6649.815;6431.703
FRO;COG;7609.099;7609.099;7575.847
FRO;COK;15043.61;15043.61;14992.61
FRO;COL;8443.38;8443.38;8306.474
FRO;COM;9271.713;9271.713;9315.988
FRO;CPV;5407.357;5407.357;5328.952
FRO;CRI;8374.709;8374.709;8376.996
FRO;CUB;7014.229;7014.229;6984.161
FRO;CXR;12203.08;12203.08;.
FRO;CYM;7327.506;7327.506;7325.807
FRO;CYP;4084.417;4084.417;4099.989
FRO;CZE;1852.975;1852.975;1920.417
FRO;DEU;1436.932;1597.009;1563.716
FRO;DJI;6871.233;6871.233;6877.922
FRO;DMA;6714.059;6714.059;6705.672
FRO;DNK;1311.818;1311.818;1249.114
FRO;DOM;6808.973;6808.973;6800.836
FRO;DZA;2883.377;2883.377;2993.543
FRO;ECU;9098.834;9098.834;9269.908
FRO;EGY;4490.124;4490.124;4485.573
FRO;ERI;6304.414;6304.414;6357.039
FRO;ESH;3907.866;3907.866;3985.102
FRO;ESP;2412.813;2412.813;2485.776
FRO;EST;1722.169;1722.169;1780.715
FRO;ETH;6946.397;6946.397;6921.931
FRO;FIN;1705.298;1705.298;1666.051
FRO;FJI;15132.92;15132.92;15097.43
FRO;FLK;13432.31;13432.31;13434.51
FRO;FRA;1568.769;1568.769;1825.673
FRO;FRO;14.06833;14.06833;29.74215
FRO;FSM;12253.75;12253.75;12099.45
FRO;GAB;6993.732;6993.732;7058.236
FRO;GBR;1236.301;1236.301;1107.122
FRO;GEO;4047.155;4047.155;3976.268
FRO;GHA;6307.751;6307.751;6215.658
FRO;GIB;2882.485;2882.485;2885.406
FRO;GIN;5888.374;5888.374;5839.173
FRO;GLP;6660.775;6660.775;6628.245
FRO;GMB;5460.964;5460.964;5465.93
FRO;GNB;5627.27;5627.27;5627.247
FRO;GNQ;6613.019;6613.019;6743.248
FRO;GRC;3386.628;3386.628;3345.792
FRO;GRD;7054.571;7054.571;7045.042
FRO;GRL;2229.211;2229.211;2179.958
FRO;GTM;8256.808;8256.808;8260.614
FRO;GUF;7370.325;7370.325;7385.968
FRO;GUY;7429.214;7429.214;7449.658
FRO;HKG;9304.314;9304.314;9294.75
FRO;HND;8138.92;8138.92;8064.736
FRO;HRV;2315.49;2315.49;2381.481
FRO;HTI;6933.253;6933.253;6921.807
FRO;HUN;2285.93;2285.93;2313.814
FRO;IDN;11830.02;11830.02;11784.27
FRO;IND;6924.697;6924.697;7553.668
FRO;IRL;966.9291;966.9291;997.9906
FRO;IRN;4929.806;4929.806;5035.453
FRO;IRQ;4790.051;4790.051;4797.886
FRO;ISL;799.5668;799.5668;781.9797
FRO;ISR;4445.961;4445.961;4460.085
FRO;ITA;2579.003;2579.003;2486.857
FRO;JAM;7219.013;7219.013;7220.368
FRO;JOR;4512.547;4512.547;4515.062
FRO;JPN;8752.655;8752.655;8698.726
FRO;KAZ;5567.533;4628.969;4886.241
FRO;KEN;7940.237;7940.237;7960.422
FRO;KGZ;5481.737;5481.737;5525.181
FRO;KHM;9969.201;9969.201;9923.141
FRO;KIR;12977.48;12977.48;12984.32
FRO;KNA;6580.169;6580.169;6601.587
FRO;KOR;8206.572;8206.572;8301.962
FRO;KWT;5346.911;5346.911;5356.547
FRO;LAO;9221.552;9221.552;9274.009
FRO;LBN;4307.317;4307.317;4313.942
FRO;LBR;6206.277;6206.277;6211.694
FRO;LBY;3553.935;3553.935;3716.644
FRO;LCA;6823.701;6823.701;6827.161
FRO;LKA;9161.763;9161.763;9120.78
FRO;LSO;10618.62;10618.62;10633.93
FRO;LTU;2017.013;2017.013;1912.587
FRO;LUX;1594.185;1594.185;1595.799
FRO;LVA;1813.197;1813.197;1830.376
FRO;MAC;9279.278;9279.278;.
FRO;MAR;3114.528;3114.528;3174.017
FRO;MDA;2786.487;2786.487;2778.668
FRO;MDG;10184.37;10184.37;10216.21
FRO;MDV;9098.349;9098.349;9141.921
FRO;MEX;8240.12;8240.12;8095.509
FRO;MHL;12333.66;12333.66;12271.78
FRO;MKD;2903.738;2903.738;2932.425
FRO;MLI;5493.482;5493.482;5441.954
FRO;MLT;3262.795;3262.795;3265.346
FRO;MMR;9028.055;9028.055;8897.978
FRO;MNG;6461.361;6461.361;6424.772
FRO;MNP;11107.37;11107.37;11112.15
FRO;MOZ;10402.64;10402.64;9954.322
FRO;MRT;4934.879;4934.879;4924.754
FRO;MSR;6614.12;6614.12;.
FRO;MTQ;6769.94;6769.94;6763.832
FRO;MUS;10740.41;10740.41;10751.22
FRO;MWI;9168.352;9168.352;9238.225
FRO;MYS;10656.55;10656.55;10715.99
FRO;NAM;9651.024;9651.024;9588.809
FRO;NCL;15579.48;15579.48;15526.79
FRO;NER;5442.264;5442.264;5422.087
FRO;NFK;16344.45;16344.45;16339.51
FRO;NGA;6241.694;5989.097;6100.276
FRO;NIC;8283.729;8283.729;8256.872
FRO;NIU;15072.47;15072.47;15070.67
FRO;NLD;1281.368;1281.368;1318.221
FRO;NOR;971.3237;971.3237;925.241
FRO;NPL;7424.721;7424.721;7407.962
FRO;NRU;13170.15;13170.15;13168.58
FRO;NZL;18057.58;18057.58;17516.5
FRO;OMN;6434.097;6434.097;6432.301
FRO;PAK;6241.692;6241.692;6545.068
FRO;PAL;4485.078;4485.078;4491.304
FRO;PAN;8240.634;8240.634;8280.888
FRO;PCN;14181.22;14181.22;.
